city,lat,lng,pop,country
San Fernando,24.85043276,-98.16001388,25596,Mexico
Tecoman,18.92038129,-103.8799748,85450,Mexico
Puerto Vallarta,20.67709576,-105.2449819,183969,Mexico
La Barca,20.28037579,-102.5600037,34897,Mexico
Ciudad Guzman,19.71041058,-103.4600004,90480,Mexico
Lagos de Moreno,21.37041262,-101.9299905,89402,Mexico
Morelia,19.73338076,-101.189493,618551.5,Mexico
Lazaro Cardenas,17.95870872,-102.199974,122044,Mexico
Zamora,19.98036826,-102.2800208,169931.5,Mexico
Coalcoman,18.78038983,-103.1499677,9687.5,Mexico
Uruapan,19.42037661,-102.0700078,250919.5,Mexico
Tuxpan,21.93040428,-105.2699675,26115,Mexico
Tepic,21.50539146,-104.8799913,299686.5,Mexico
Compostela,21.23042116,-104.8999901,15192,Mexico
Tecuala,22.40042727,-105.4599817,12752,Mexico
Ciudad del Carmen,18.65365928,-91.82448019,148751.5,Mexico
Champoton,19.35043256,-90.72000289,25722.5,Mexico
Salina Cruz,16.16706097,-95.19998784,77355.5,Mexico
Puerto Escondido,15.85918031,-97.06588835,15402.5,Mexico
Pochutla,15.73039512,-96.46998784,18779.5,Mexico
Mitla,16.91704103,-96.39999211,4313,Mexico
Tlaxiaco,17.27040448,-97.68001734,17999.5,Mexico
Huajuapan de Leon,17.81037152,-97.78998478,41766.5,Mexico
Tehuacan,18.4503583,-97.37998397,239370.5,Mexico
Teziutlan,19.82042971,-97.35998519,124307.5,Mexico
Frontera,18.5803762,-92.64998845,15014,Mexico
Tenosique,17.48036582,-91.42998539,24949.5,Mexico
Salamanca,20.57040977,-101.2000092,168069,Mexico
Guanajuato,21.02040814,-101.2799785,95282,Mexico
Taxco,18.57037681,-99.6199506,53217,Mexico
Ayutla,16.90037539,-99.22000086,9897,Mexico
Ciudad Altamirano,18.32039207,-100.6500169,24533,Mexico
Petatlan,17.52041506,-101.2700308,26474,Mexico
Pachuca,20.17043418,-98.73003076,310861,Mexico
Toluca,19.3303821,-99.66999923,1018440.5,Mexico
Zumpango,19.81040448,-99.10998173,188994,Mexico
Minatitlan,17.9804645,-94.53000289,176398.5,Mexico
Coatzacoalcos,18.12040428,-94.4200096,259001,Mexico
Poza Rica de Hidalgo,20.55043683,-97.46997848,214503.5,Mexico
Cordoba,18.92038129,-96.91998621,177483,Mexico
Santiago Tuxtla,18.47038291,-95.29998173,13598,Mexico
Tuxpam,20.9604118,-97.40998214,58690,Mexico
Panuco,22.06044802,-98.18998621,33449.5,Mexico
Pijijiapan,15.69039756,-93.22003117,19388,Mexico
Isla Mujeres,21.20839057,-86.7114549,12491,Mexico
Felipe Carrillo Puerto,19.58039268,-88.04998499,23958,Mexico
Tizimin,21.13042727,-88.14997888,41322.5,Mexico
Valladolid,20.67040367,-88.20000167,44071,Mexico
Izamal,20.93041363,-89.02005497,14570,Mexico
Ticul,20.40039431,-89.53002385,30400.5,Mexico
Ensenada,31.86997845,-116.6199982,238751,Mexico
Saltillo,25.41995872,-101.0049823,679286.5,Mexico
Ciudad Juárez,31.69037701,-106.4900481,1343000,Mexico
Delicias,28.19996991,-105.4999793,108876,Mexico
Durango,24.03110292,-104.67003,456368.5,Mexico
Los Mochis,25.78998781,-108.9999982,231824,Mexico
Ciudad Victoria,23.71995913,-99.12998051,272411.5,Mexico
Aguascalientes,21.87945992,-102.2904135,763589.5,Mexico
Manzanillo,19.04958662,-104.3230851,85236.5,Mexico
Tehuantepec,16.32999676,-95.229986,40082.5,Mexico
Villahermosa,17.99997235,-92.89997319,395482.5,Mexico
Cuernavaca,18.92110476,-99.23999964,591551.5,Mexico
Queretaro,20.63001853,-100.3799817,786392.5,Mexico
Tapachula,14.89998069,-92.2699858,209741,Mexico
Chetumal,18.50001935,-88.29999557,144464.5,Mexico
Progreso,21.28331199,-89.66657882,33892.5,Mexico
Cabo San Lucas,22.89275617,-109.9045164,39492.5,Mexico
Monclova,26.89999758,-101.4199958,216004,Mexico
Ometepec,16.68005292,-98.42002385,24036,Mexico
Cozumel,20.51000002,-86.95000045,67634,Mexico
Mexicali,32.64998252,-115.4800161,736138.5,Mexico
La Paz,24.13995933,-110.3199952,180626,Mexico
Torreon,25.57005292,-103.4200029,834033,Mexico
Culiacan,24.82999473,-107.3799679,695734.5,Mexico
Nogales,31.30500002,-110.9449958,99402,Mexico
Hermosillo,29.09888145,-110.954065,554373,Mexico
Guaymas,27.93001223,-110.8899862,84496.5,Mexico
San Luis Potosi,22.16997622,-100.9999956,834852,Mexico
Matamoros,25.87998232,-97.50000248,451394.5,Mexico
Nuevo Laredo,27.4999868,-99.55000655,255152.5,Mexico
Colima,19.22997479,-103.7200104,175261,Mexico
Campeche,19.82998985,-90.49999048,204048.5,Mexico
Oaxaca,17.08268984,-96.66994979,396647,Mexico
Leon,21.1499868,-101.7000304,1301313,Mexico
Tijuana,32.50001752,-117.079996,1464728.5,Mexico
Chihuahua,28.64498151,-106.0849823,750633.5,Mexico
Mazatlan,23.22110069,-106.4200007,361460.5,Mexico
Tampico,22.30001996,-97.87000574,578351.5,Mexico
Acapulco,16.84999086,-99.91597905,683860,Mexico
Veracruz,19.17734235,-96.15998092,573638,Mexico
Tuxtla Gutierrez,16.74999697,-93.1500096,473719,Mexico
Cancun,21.16995974,-86.83000777,489452.5,Mexico
Merida,20.96663881,-89.61663355,841087.5,Mexico
Guadalajara,20.67001609,-103.3300342,2919294.5,Mexico
Puebla,19.04995994,-98.20003727,1793549.5,Mexico
Monterrey,25.66999514,-100.3299848,2417437,Mexico
Mexico City,19.44244244,-99.1309882,14919501,Mexico
Dubasari,47.2630556,29.1608333,23254,Moldova
Balti,47.75908612,27.90531449,135022.5,Moldova
Cahul,45.90788129,28.19444413,48949.5,Moldova
Tiraspol,46.85309491,29.63998897,137097,Moldova
Chisinau,47.00502362,28.85771114,662064,Moldova
Monaco,43.73964569,7.406913173,36371,Monaco
Suchboatar,50.24999712,106.2000006,24235,Mongolia
Dzuunmod,47.71099805,106.9470006,17738,Mongolia
Tsetserleg,47.47688112,101.4501794,18056,Mongolia
Olgiy,48.93369143,89.95000281,31667,Mongolia
Ulaan-Uul,44.33371381,111.2333032,3726,Mongolia
Hodrogo,48.96642845,96.7832808,10,Mongolia
Buyant-Uhaa,44.86660118,110.1500101,8776,Mongolia
Ondorhaan,47.31668418,110.6500313,12433.5,Mongolia
Bayankhongor,46.30000205,100.9833345,26252,Mongolia
Uliastay,47.75001691,96.81671545,8056,Mongolia
Altay,46.39612022,95.8450435,32488,Mongolia
Moron,49.6452759,100.1544445,24608.5,Mongolia
Ulaangom,49.98331728,92.0666178,31940.5,Mongolia
Bulgan,48.81059816,103.5317061,17348,Mongolia
Mandalgovi,45.74998395,106.2660095,2984,Mongolia
Darhan,49.61669883,106.3500354,74738,Mongolia
Dzuunharaa,48.86658958,106.4666174,16074,Mongolia
Arvayheer,46.24997927,102.7665848,28053,Mongolia
Baruun Urt,46.69997764,113.2833073,15805,Mongolia
Dalandzadgad,43.58355288,104.4402811,13491,Mongolia
Dund-Us,48.01664146,91.63325924,26596.5,Mongolia
Choybalsan,48.06658673,114.5060233,33376,Mongolia
Erdenet,49.05329653,104.118337,79647,Mongolia
Ulaanbaatar,47.9166734,106.9166158,827306,Mongolia
Podgorica,42.46597251,19.26630692,141161.5,Montenegro
Ksar El Kebir,35.02038047,-5.909985801,207676.5,Morocco
Larache,35.20042116,-6.160022218,114688,Morocco
Taza,34.22037762,-4.019971966,170761.5,Morocco
Ouezzane,34.81034161,-5.570006553,64171,Morocco
Kenitra,34.27040041,-6.579996583,459178,Morocco
Settat,33.01042564,-7.620010622,140415,Morocco
Er Rachidia,31.94041343,-4.449971559,228489,Morocco
Meknes,33.90042299,-5.559981325,621666.5,Morocco
Tiznit,29.71042035,-9.73998458,56398.5,Morocco
El Jadida,33.2603587,-8.509982138,164009.5,Morocco
Dawra,27.46290895,-12.99218917,10,Morocco
Lemsid,26.54818656,-13.84819219,100,Morocco
Tan Tan,28.43039512,-11.10003076,63396,Morocco
Bir Anzarane,23.88374758,-14.53330957,6597,Morocco
Tangier,35.74728701,-5.832703696,719208,Morocco
Agadir,30.43998822,-9.620043581,752031.5,Morocco
Goulimine,28.97997398,-10.07001611,106748,Morocco
Smara,26.73328941,-11.68332849,48149,Morocco
Ad Dakhla,23.71405588,-15.93681087,82146,Morocco
Oujda,34.69001304,-1.909971559,407322,Morocco
Safi,32.31997683,-9.239989259,320819.5,Morocco
Laayoune,27.14998232,-13.20000594,182224.5,Morocco
Fez,34.05459963,-5.000377239,983445.5,Morocco
Rabat,34.02529909,-6.83613082,1680376.5,Morocco
Marrakesh,31.6299931,-7.999987428,855648,Morocco
Casablanca,33.59997622,-7.616367433,3162954.5,Morocco
Moatize,-16.09954832,33.95001013,40536.5,Mozambique
Luangwa,-15.61957762,30.41001949,3065,Mozambique
Manica,-18.96960569,32.87999792,3713.5,Mozambique
Espungabera,-20.45013548,32.77003048,393,Mozambique
Montepuez,-13.11957518,39.0000378,49041,Mozambique
Mocimboa,-11.31958169,40.34998124,27909,Mozambique
Marrupa,-13.19838174,37.49945756,8762,Mozambique
Cuamba,-14.78960244,36.53998124,68204.5,Mozambique
Ligonha,-15.17567706,37.74001135,3310.5,Mozambique
Macia,-25.01952065,33.09001094,13095,Mozambique
Massangena,-21.53730426,32.95637569,634.5,Mozambique
Mapai,-22.84265094,31.96305131,201,Mozambique
Dondo,-19.61959186,34.7300142,75217.5,Mozambique
Chiramba,-16.89210976,34.65585852,556,Mozambique
Mocuba,-16.84958006,38.26003129,68984,Mozambique
Nicuadala,-17.60767332,36.81970577,6945,Mozambique
Maxixe,-23.86602274,35.38855095,112881.5,Mozambique
Panda,-24.06288654,34.73027258,602,Mozambique
Quissico,-24.72568846,34.765981,1210,Mozambique
Vilanculos,-21.99954995,35.31659338,177,Mozambique
Matola,-25.96959186,32.46002356,503368,Mozambique
Chimoio,-19.12003579,33.47003943,242538.5,Mozambique
Lichinga,-13.30002928,35.24000891,94333.5,Mozambique
Angoche,-16.23003131,39.9100081,57835,Mozambique
Mocambique,-15.03989895,40.68218367,40700.5,Mozambique
Inhambane,-23.85803973,35.33981752,94830,Mozambique
Tete,-16.17003497,33.58000688,122183,Mozambique
Pemba,-12.98304604,40.53234737,109690,Mozambique
Nampula,-15.13604124,39.29304317,386185.5,Mozambique
Xai-Xai,-25.03998452,33.64000321,128085.5,Mozambique
Quelimane,-17.88000812,36.88998572,179032.5,Mozambique
Nacala,-14.51861123,40.71502356,212212.5,Mozambique
Beira,-19.82004474,34.87000565,507196.5,Mozambique
Maputo,-25.95527749,32.58916296,1318806.5,Mozambique
Loikaw,19.66500009,97.20600363,17293,Myanmar
Pa-an,16.8499981,97.61670064,50000,Myanmar
Hakha,22.6500031,93.6167046,20000,Myanmar
Taunggyi,20.78199907,97.03800065,160115,Myanmar
Sagaing,21.87999903,95.9619966,78739,Myanmar
Myingyan,21.46182823,95.39142777,152762.5,Myanmar
Letpadan,17.78189781,95.74148393,107753.5,Myanmar
Taungoo,18.94828656,96.41792843,105590.5,Myanmar
Thongwa,16.75469952,96.51931759,35992.5,Myanmar
Mudon,16.26183555,97.72146643,120711.5,Myanmar
Ye,15.25326662,97.86786576,50798,Myanmar
Mawlamyine,16.50042564,97.67004838,400249,Myanmar
Kyaukphyu,19.42901315,93.54940356,4261,Myanmar
Wakema,16.61328697,95.18286169,45555,Myanmar
Labutta,16.16189333,94.70144405,1667,Myanmar
Phyarpon,16.29325482,95.68288285,63177,Myanmar
Yandoon,17.04328656,95.64288529,36172,Myanmar
Hinthada,17.64826255,95.46785722,157837.5,Myanmar
Pathein,16.77040916,94.74996822,216014.5,Myanmar
Allanmyo,19.37831199,95.22792354,48446.5,Myanmar
Yaynangyoung,20.46145001,94.88096798,104507.5,Myanmar
Chauk,20.90847699,94.8230387,85016.5,Myanmar
Pakokku,21.33204287,95.08664018,125355.5,Myanmar
Namtu,23.08374473,97.39998734,48591,Myanmar
Dawei,14.09796246,98.19497758,141497.5,Myanmar
Shwebo,22.57827171,95.6928564,81758.5,Myanmar
Bago,17.32001385,96.51497676,264347,Myanmar
Pyu,18.477876,96.43787553,37652,Myanmar
Pyay,18.81645998,95.21143876,124833.5,Myanmar
Magway,20.14454429,94.91957027,111463.5,Myanmar
Myitkyina,25.35962648,97.39275264,114997,Myanmar
Monywa,22.1049931,95.14999548,204116.5,Myanmar
Myeik,12.45408347,98.61148962,220009,Myanmar
Mandalay,21.96998842,96.08502885,1167000,Myanmar
Sittwe,20.13999676,92.88000484,178387.5,Myanmar
Naypyidaw,19.76655703,96.11861853,562412,Myanmar
Rangoon,16.7833541,96.16667761,3694910,Myanmar
Omaruru,-21.43600193,15.95099754,11547,Namibia
Karibib,-21.93900292,15.85299646,6898,Namibia
Otavi,-19.63999801,17.34200155,4562,Namibia
Gobabis,-22.455,18.96300054,16321,Namibia
Karasburg,-28.01959593,18.73998246,5071.5,Namibia
Bethanie,-26.49953367,17.15000199,8122,Namibia
Oranjemund,-28.54948606,16.42999426,7223,Namibia
Mariental,-24.61959674,17.95992672,12670,Namibia
Rehoboth,-23.31957273,17.0800321,23298,Namibia
Outjo,-20.10953611,16.1400378,6363.5,Namibia
Opuwo,-18.05958372,13.82002437,4857,Namibia
Usakos,-21.99954995,15.5800203,5393.5,Namibia
Okahandja,-21.97960285,16.91001664,19691,Namibia
Otjiwarongo,-20.45954059,16.64000728,23019.5,Namibia
Oshikango,-17.39952065,15.88000199,7540.5,Namibia
Cuangar,-17.60953367,18.61998979,425,Namibia
Katima Mulilo,-17.4996179,24.26000728,21748.5,Namibia
Keetmanshoop,-26.57389606,18.12999385,16823.5,Namibia
Maltahöhe,-24.83999673,16.93998897,2329,Namibia
Swakopmund,-22.6688631,14.53501949,27269,Namibia
Ongwediva,-17.78001422,15.77003454,17343,Namibia
Rundu,-17.92000568,19.74994665,43485,Namibia
Tsumeb,-19.24002846,17.71001949,13574.5,Namibia
Lüderitz,-26.64800006,15.15942582,14216,Namibia
Walvis Bay,-22.95752765,14.50530554,49504.5,Namibia
Windhoek,-22.57000608,17.0835461,265464,Namibia
Grootfontein,-19.56662352,18.11655798,19149.5,Namibia
Salyan,28.35000004,82.18330255,15000,Nepal
Baglung,28.26669606,83.58329762,23296,Nepal
Jumla,29.25000013,82.21670162,9073,Nepal
Bhairawa,27.53330409,83.38329953,63367,Nepal
Dandeldhura,29.30000416,80.60000455,19014,Nepal
Dhangarhi,28.69499706,80.5930026,92294,Nepal
Ramechhap,27.32599808,86.08699853,15000,Nepal
Bhimphedi,27.5509981,85.13000156,15000,Nepal
Rajbiraj,26.5332961,86.73329761,33061,Nepal
Ilam,26.90800207,87.92600453,17491,Nepal
Lalitpur,27.66661745,85.3333337,191208.5,Nepal
Hetauda,27.41668439,85.03335201,158554.5,Nepal
Nepalganj,28.0503408,81.61666134,64400,Nepal
Birganj,27.00040489,84.86659216,133238,Nepal
Biratnagar,26.48374392,87.28334387,182324,Nepal
Pokhara,28.26399603,83.97199855,200000,Nepal
Kathmandu,27.71669191,85.31664221,895000,Nepal
Assen,53.00000109,6.550002585,62237,Netherlands
Arnhem,51.98799603,5.922999562,141674,Netherlands
Maastricht,50.85299707,5.677002477,122378,Netherlands
Zwolle,52.52400009,6.096996529,111805,Netherlands
Middelburg,51.50199618,3.609999541,46485,Netherlands
's-Hertogenbosch,51.68333714,5.316660485,134520,Netherlands
Eindhoven,51.42997316,5.50001542,303836.5,Netherlands
Leeuwarden,53.25037884,5.783357298,108601,Netherlands
Groningen,53.22040651,6.580001179,198941,Netherlands
Utrecht,52.10034568,5.120038614,478224,Netherlands
Haarlem,52.38043194,4.629991006,248773.5,Netherlands
Rotterdam,51.9199691,4.479974323,801599.5,Netherlands
The Hague,52.08003684,4.269961302,953862.5,Netherlands
Amsterdam,52.34996869,4.916640176,886318,Netherlands
Noumea,-22.26252776,166.4442852,89742.5,New Caledonia
Greymouth,-42.47274975,171.2087246,9419,New Zealand
Upper Hutt,-41.13548786,175.0290474,34591,New Zealand
Masterton,-40.94392332,175.6456506,16720.5,New Zealand
Levin,-40.61236733,175.2772493,18764,New Zealand
Waitakere,-36.84959959,174.5500069,83400,New Zealand
Takapuna,-36.7912569,174.7758329,184815.5,New Zealand
Whakatane,-37.98291543,176.9999865,20665,New Zealand
Ashburton,-43.89790322,171.7300756,8895,New Zealand
Kaiapoi,-43.3776249,172.6400459,7169,New Zealand
New Plymouth,-39.0641931,174.0805265,46289.5,New Zealand
Westport,-41.77443223,171.5666665,1899,New Zealand
Hokitika,-42.72568188,170.9681006,2139,New Zealand
Oamaru,-45.09731321,170.9710005,6628,New Zealand
Palmerston North,-40.35269326,175.6072033,66551.5,New Zealand
Wanganui,-39.9311686,175.0288407,35866.5,New Zealand
Hastings,-39.63821491,176.8367924,39107,New Zealand
Gisborne,-38.64478717,178.0152217,30857.5,New Zealand
Rotorua,-38.13458576,176.2454073,51497.5,New Zealand
Taupo,-38.69300128,176.0770455,17480.5,New Zealand
Tauranga,-37.69642129,176.1536299,84730,New Zealand
Timaru,-44.38159463,171.2185823,23306,New Zealand
Nelson,-41.29258421,173.2474507,37133,New Zealand
Whangarei,-35.71995278,174.3100215,53299.5,New Zealand
Queenstown,-45.02997882,168.6625109,5332,New Zealand
Invercargill,-46.40942951,168.3650097,37135.5,New Zealand
Napier,-39.4900069,176.9150305,56787,New Zealand
Manukau,-36.99997801,174.8849735,336141.5,New Zealand
Hamilton,-37.77000853,175.3000386,112145,New Zealand
Blenheim,-41.52099404,173.9592419,23056.5,New Zealand
Dunedin,-45.87995278,170.4799711,92438.5,New Zealand
Wellington,-41.29997394,174.7832743,296300,New Zealand
Christchurch,-43.53503131,172.6300207,295351.5,New Zealand
Auckland,-36.850013,174.7649808,759510,New Zealand
Somoto,13.47599712,-86.58299659,20316,Nicaragua
Ocotal,13.62999605,-86.47299861,33928,Nicaragua
San Carlos,11.1999961,-84.83329749,13451,Nicaragua
Jinotepe,11.84599813,-86.19499748,29507,Nicaragua
Jinotega,13.09100402,-86.00000362,51073,Nicaragua
Masaya,11.96900098,-86.09499852,130113,Nicaragua
San Juan del Sur,11.24999676,-85.86004114,5032,Nicaragua
Esteli,13.08998781,-86.35998478,102130.5,Nicaragua
Boaco,12.46997398,-85.66000167,21572,Nicaragua
Juigalpa,12.10999595,-85.37996708,35451,Nicaragua
Rivas,11.44037274,-85.8199919,31117,Nicaragua
San Juan de Nicaragua,10.92040448,-83.69999211,863,Nicaragua
Granada,11.93372764,-85.94998397,97314,Nicaragua
Chinandega,12.63037762,-87.13004114,132705,Nicaragua
Matagalpa,12.91707847,-85.91665267,106514.5,Nicaragua
Puerto Cabezas,14.03334108,-83.38337061,38318,Nicaragua
Leon,12.43555747,-86.87943628,154489.5,Nicaragua
Bluefields,11.99997683,-83.76494938,40033,Nicaragua
Managua,12.15301658,-86.26849166,920000,Nicaragua
Goure,13.98740074,10.2700085,13291.5,Niger
Gaya,11.88817486,3.446652383,29394.5,Niger
Tillaberi,14.21203819,1.453078978,13812,Niger
Ayorou,14.73179974,0.919468138,14001,Niger
Birni Nkonni,13.79043601,5.259926716,56677.5,Niger
Madaoua,14.07618085,5.95859208,19954,Niger
Diffa,13.31705406,12.60888383,29468,Niger
Nguigmi,14.25317263,13.11081702,15318,Niger
Dosso,13.05001609,3.200000772,46481.5,Niger
Arlit,18.81997398,7.32998124,90000,Niger
Djado,21.01498212,12.30750688,10,Niger
Maradi,13.49164288,7.096403767,198021,Niger
Tahoua,14.89998069,5.259926716,98190.5,Niger
Zinder,13.79999615,8.983317015,210891,Niger
Niamey,13.51670595,2.116656045,828895.5,Niger
Agadez,16.99587343,7.98280961,103165.5,Niger
Umuahia,5.532003041,7.486002487,264662,Nigeria
Uyo,5.007996056,7.849998524,495756,Nigeria
Owerri,5.492997053,7.026003588,215038,Nigeria
Dutse,11.7991891,9.350334607,17129,Nigeria
Damaturu,11.74899608,11.96600457,255895,Nigeria
Iwo,7.629959329,4.179992634,208688.5,Nigeria
Iseyin,7.970016092,3.590002806,98071,Nigeria
Biu,10.62042279,12.18999467,64619.5,Nigeria
Bama,11.5203937,13.69000647,86410,Nigeria
Aba,5.100397968,7.34998002,874385,Nigeria
Opobo,4.570404479,7.559993041,34911,Nigeria
Orlu,5.783715433,7.033306843,9351,Nigeria
Oturkpo,7.190399596,8.129984089,68220,Nigeria
Calabar,4.960406513,8.330023558,354656.5,Nigeria
Wukari,7.870409769,9.780012572,74380.5,Nigeria
Jalingo,8.900372741,11.36001949,103773,Nigeria
Kontagora,10.4003587,5.469939737,62144,Nigeria
Bida,9.080413431,6.01001013,172752.5,Nigeria
Abeokuta,7.160427265,3.350017455,441231,Nigeria
Ijebu Ode,6.820448017,3.920008503,204501,Nigeria
Akure,7.250395934,5.199982054,420594,Nigeria
Ikare,7.530430521,5.759999551,899965.5,Nigeria
Owo,7.200398986,5.589984089,200912,Nigeria
Ondo,7.0904057,4.840004027,256444,Nigeria
Ado Ekiti,7.630372741,5.219980834,446749,Nigeria
Ife,7.480433572,4.560021117,482365,Nigeria
Oshogbo,7.770364196,4.560021117,408245,Nigeria
Oyo,7.850436828,3.929982054,475016.5,Nigeria
Awka,6.210433572,7.06999711,400828.5,Nigeria
Onitsha,6.140412007,6.779988972,73374,Nigeria
Azare,11.68040977,10.19001339,87912.5,Nigeria
Bauchi,10.3103642,9.84000891,244350.5,Nigeria
Gombe,10.29044293,11.16995357,260312,Nigeria
Kumo,10.04570335,11.21305172,19249,Nigeria
Sapele,5.890427265,5.680004434,235424,Nigeria
Nsukka,6.867034321,7.383362995,111017,Nigeria
Lokoja,7.800388203,6.739939737,52650.5,Nigeria
Idah,7.110404479,6.739939737,71895,Nigeria
Lafia,8.490423603,8.5200378,79470.5,Nigeria
Keffi,8.849032205,7.873617308,77056.5,Nigeria
Funtua,11.5203937,7.320007689,158643,Nigeria
Katsina,12.99040733,7.599990599,432149,Nigeria
Gusau,12.1704057,6.659996296,185925,Nigeria
Nguru,12.8803882,10.44999752,82481,Nigeria
Gashua,12.87049217,11.03998734,74825.5,Nigeria
Potiskum,11.7103821,11.0799849,82733.5,Nigeria
Birnin Kebbi,12.45041445,4.199939737,102340.5,Nigeria
Koko,11.42319033,4.516974649,25792,Nigeria
Mubi,10.2703408,13.2700321,214710,Nigeria
Numan,9.460441914,12.04002966,45173,Nigeria
Ilorin,8.490010192,4.549995889,701742,Nigeria
Minna,9.619992898,6.550028848,249038,Nigeria
Zaria,11.0799813,7.710009724,754836.5,Nigeria
Jos,9.929973978,8.890041055,737068.5,Nigeria
Yola,9.209992085,12.48000281,92253,Nigeria
Benin City,6.340477314,5.620008096,929013,Nigeria
Maiduguri,11.84996014,13.16001298,704230,Nigeria
Port Harcourt,4.810002257,7.010000772,1020000,Nigeria
Makurdi,7.729979064,8.530011351,245367.5,Nigeria
Ibadan,7.380026264,3.929982054,2221285,Nigeria
Ogbomosho,8.130006326,4.239988972,595063.5,Nigeria
Warri,5.519958922,5.759999551,683064.5,Nigeria
Kaduna,10.52001548,7.440000365,1191296.5,Nigeria
Enugu,6.450031351,7.499996703,688862,Nigeria
Sokoto,13.06001548,5.240031289,648019.5,Nigeria
Abuja,9.083333149,7.533328002,869067.5,Nigeria
Kano,11.99997683,8.5200378,3140000,Nigeria
Lagos,6.443261653,3.391531071,4733768,Nigeria
Sariwon,38.50700411,125.7620047,154942,North Korea
Sin-Ni,39.48800415,125.4639966,19463,North Korea
Changyon,38.25173362,125.1020691,44176,North Korea
Anbyon,39.02817202,127.5185624,34993.5,North Korea
Munchon,39.38130292,127.2517053,73619,North Korea
Kaesong,37.96399925,126.5644087,305333.5,North Korea
Chosan,40.82547833,125.8008378,7786,North Korea
Manpo,41.14543296,126.2958463,186827,North Korea
Sunchon,39.42360008,125.9389689,400629,North Korea
Kimhyonggwon,40.81752016,128.1553194,3839,North Korea
Pyongsan,38.33668968,126.3866418,66260,North Korea
Ongjin,37.93710166,125.3570922,66721,North Korea
Haeju,38.039421,125.7143831,223313.5,North Korea
Kilchu,40.96043133,129.3204162,82408.5,North Korea
Musan,42.23043133,129.2303959,50942.5,North Korea
Sonbong,42.33768577,130.4027274,44097.5,North Korea
Kanggye,40.97322125,126.6032177,254522,North Korea
Hungnam,39.82313641,127.6231555,548702,North Korea
Taedong,40.61709312,125.4501098,1884,North Korea
Chongju,39.68128461,125.2163256,85417,North Korea
Hyeson,41.39273053,128.1927331,227461,North Korea
Nampo,38.76692078,125.4524338,791000,North Korea
Chongjin,41.78461875,129.79,499807,North Korea
Kimchaek,40.67230939,129.202749,187270,North Korea
Hamhung,39.91005617,127.5454341,595670.5,North Korea
Wonsan,39.16048952,127.4308158,322425,North Korea
Sinuiju,40.08585939,124.4212837,167234,North Korea
Pyongyang,39.0194387,125.7546907,2899398.5,North Korea
Kyrenia,35.3259991,33.33300361,26701,Northern Cyprus
Ammochostos,35.12502525,33.95001013,33016.5,Northern Cyprus
Capitol Hill,15.21125368,145.7505761,1764,Northern Mariana Islands
Arendal,58.46475606,8.766000553,30916,Norway
Vossavangen,60.63000316,6.441003463,5571,Norway
Leikanger,61.18329612,6.849999471,1965,Norway
Bærum,59.91348606,11.34723651,113659,Norway
Hamar,60.82000207,11.06900156,29479,Norway
Tønsberg,59.26400109,10.42100147,38914,Norway
Finnsnes,69.24061729,18.00860592,3611,Norway
Gjøvik,60.80002138,10.7000081,20157.5,Norway
Rørvik,64.86801597,11.20530025,2615,Norway
Harstad,68.7879059,16.51557043,19203,Norway
Ålesund,62.54541872,6.388023233,45377,Norway
Sandnes,58.84541201,5.690029662,46911,Norway
Drammen,59.75724265,10.19073686,85437.5,Norway
Moss,59.43697797,10.66915727,35696.5,Norway
Steinkjer,64.01706016,11.50001094,11193.5,Norway
Svolvær,68.23328859,14.56669714,4197,Norway
Mo i Rana,66.31660972,14.16666988,19131,Norway
Narvik,68.38315025,17.28999345,19236.5,Norway
Bodø,67.24677227,14.39901132,31383.5,Norway
Haugesund,59.4119149,5.277496703,36219.5,Norway
Stavanger,58.97000389,5.680004434,136999,Norway
Skien,59.19998985,9.600023558,73330,Norway
Namsos,64.48331077,11.50001094,9035,Norway
Alta,69.96664532,23.24167151,12077,Norway
Vadsø,70.09659678,29.76574927,5139,Norway
Molde,62.74830039,7.183323526,16171.5,Norway
Lillehammer,61.13328269,10.5000203,19319,Norway
Kirkenes,69.72500633,30.05164343,2728,Norway
Kristiansand,58.16664207,8.000017862,58292,Norway
Hammerfest,70.66127993,23.68800085,9967,Norway
Tromsø,69.63507623,18.99202525,48900.5,Norway
Trondheim,63.41665753,10.41666622,144336,Norway
Bergen,60.39100242,5.324522256,200389.5,Norway
Oslo,59.91669029,10.74997921,707500,Norway
Alayat Samail,23.3031887,57.97820756,32862.5,Oman
Dawwah,20.63301577,58.90802161,1485.5,Oman
Mirbat,16.99243695,54.69179317,1120,Oman
Ibri,23.22538983,56.51695308,101640,Oman
Salalah,17.02545819,54.08521521,183508.5,Oman
Suhar,24.36197335,56.73441896,129811.5,Oman
As Sib,23.68024579,58.18253617,237816,Oman
Nizwa,22.92638999,57.53141313,70429.5,Oman
Sur,22.57581708,59.53480505,68738,Oman
Muscat,23.61332481,58.59331213,660779,Oman
Parachinar,33.89918276,70.10082678,55685,Pakistan
Sialkote,32.5200163,74.5600378,477396,Pakistan
Sheikhu Pura,31.71998761,73.98999508,361303,Pakistan
Gujrat,32.5799868,74.08001542,301506,Pakistan
Sahiwal,30.67173118,73.11180579,235695,Pakistan
Chiniot,31.71998761,72.97997921,201781,Pakistan
Rahim Yar Khan,28.4202407,70.29518184,353203,Pakistan
Mansehra,34.3417914,73.19681352,66486,Pakistan
Kohat,33.60268923,71.43268347,247227,Pakistan
